"","ASVs","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"111","ASV_540",0.318366429994554,8.49484519403629e-07,0.00144269502212598,0.376921656399549,0.799996985011287
"112","ASV_543",0,1.40414067601598e-07,0.00144269490837264,1,NA
"113","ASV_561",0.0922910294549886,3.82091584552338e-09,0.00144269486824949,0.969812196219517,NA
"114","Carnobacterium",0,3.57036346093641e-07,0.00144269505713418,1,NA
"115","ASV_586",0,-2.78910049898509e-07,0.00144269495004958,1,NA
"116","Defluviitaleaceae_UCG-011",0.111452802559363,-3.44953180227543e-07,0.00144269504940048,0.681730289165917,NA
"117","ASV_591",0,-4.94132025102348e-08,0.00144269486537547,1,NA
"118","ASV_596",0.0541369612948943,-9.55842840386427e-08,0.00144269488153374,0.925544037456077,NA
"119","ASV_613",0,-7.97753086104458e-08,0.00144269487337264,1,NA
"120","ASV_639",0.160738165345474,-2.16679285063115e-07,0.00144269493868118,0.704685507519506,0.98032521778069
"121","ASV_644",0.173679536136728,2.63062576898782e-07,0.00144269496862531,0.917655029377075,0.999177050006185
"122","Alloscardovia",0.08949444061647,-3.14974628868856e-07,0.00144269501575883,0.739125450903058,NA
"123","ASV_653",0.0574817205627254,2.07804922195299e-07,0.00144269492735113,0.942040710051931,NA
"124","Centipeda",0.262820521377899,1.0578351820262e-07,0.00144269474066533,0.82127761523646,0.98032521778069
"125","ASV_682",0.0326429359316781,3.09047896533374e-07,0.00144269502347353,0.923868786791852,NA
"126","ASV_689",0.190632490872045,2.79986376297762e-07,0.00144269498251286,0.867210769575226,0.98032521778069
"127","Family_XIII_UCG-001",0.141585276324999,-3.93023211001053e-07,0.00144269485111915,0.668102623285929,NA
"128","Fretibacterium",0.125887922416947,-4.07856981563564e-07,0.00144269494922232,0.76677752264248,NA
"129","ASV_761",0.0626517695579538,-3.28042032645557e-07,0.00144269503123056,0.910575211079528,NA
"130","ASV_767",0.198903201247623,2.28658451627086e-07,0.00144269494057289,0.62564656359557,0.971152874834914
"131","Lactobacillus",0.173404030020976,-1.27451403289325e-07,0.00144269485571756,0.858882255287011,0.98032521778069
"132","Johnsonella",0.605521538453752,-5.44163648998399e-07,0.00144269412396756,0.554613841009051,0.947813823519347
"133","ASV_817",0.10447887882495,-2.07990809670539e-07,0.00144269490382402,0.807400567639781,NA
"134","ASV_844",0.0528749860708858,-3.44704018381701e-07,0.0014426950488361,0.807809657410638,NA
"135","ASV_854",0.149855288551843,2.2354325674767e-08,0.00144269486638095,0.958092209125191,0.999177050006185
"136","ASV_860",0.16839297787773,-8.25633224250257e-08,0.00144269487509763,0.833499512239585,0.98032521778069
"137","ASV_894",0.0437866505103661,-3.29346311261455e-07,0.00144269503639399,0.816802098386288,NA
"138","ASV_897",0.0526879687982543,-3.47663894158518e-07,0.00144269505145734,0.795096241510474,NA
"139","Scardovia",0.124732600847476,3.38847045331566e-07,0.00144269504473102,0.762904612163224,NA
"140","Acinetobacter",0.283579537760125,4.82718415895193e-07,0.00144269502137518,0.561887745857465,0.947813823519347
"141","ASV_934",0.092569558093017,-1.88512736223934e-07,0.00144269492193664,0.867694075528981,NA
"142","Olsenella",0.0453883037860361,-2.56956092475086e-07,0.00144269496499811,0.81247880500585,NA
"143","Prevotellaceae_YAB2003_group",0.0916639452643874,2.69191910451751e-07,0.00144269497683026,0.949857870556304,NA
"144","ASV_1004",0.0516847900073079,-1.95879690370739e-07,0.0014426949240128,0.977084407423277,NA
"145","Desulfomicrobium",0.0311292400021239,-3.24840808830215e-07,0.00144269503024112,0.868562216894603,NA
"146","ASV_1054",0.138849109291471,4.28500478766722e-07,0.00144269505651967,0.739680391024128,NA
"147","ASV_1095",0.0413966491228611,-2.76017322651461e-07,0.00144269498713041,0.842661058569092,NA
"148","ASV_1121",0.0622652585533891,-4.48614875742721e-08,0.00144269484694189,0.960952871339681,NA
"149","ASV_1212",0.0400987447980504,-3.26903798866866e-07,0.00144269503460022,0.854075923737385,NA
"150","ASV_1230",0.107096156452551,2.05828830241798e-08,0.00144269493992489,0.852238250751119,NA
"151","ASV_1234",0.0338004015889324,3.71513276450004e-08,0.00144269487843851,0.968610515162999,NA
"152","ASV_1235",0.0288051546793034,-1.55632538731999e-07,0.00144269490322448,0.95894108900325,NA
"153","ASV_1258",0.0590248497678207,-3.38873789914849e-07,0.00144269504168932,0.794478993982595,NA
"154","ASV_1272",0.141627393690679,2.91407588857783e-07,0.00144269492990096,0.749504596439255,NA
"155","ASV_1306",0.0183477608383061,2.82925347838385e-07,0.00144269500993529,0.988488255565837,NA
"156","ASV_1325",0.0456771653194893,-1.48915784013813e-07,0.00144269490507312,0.901067007542093,NA
"157","Pantoea",0.279446370623835,-3.30860410641544e-07,0.00144269503207959,0.917809907695133,0.999177050006185
"158","ASV_1343",0.035585731511477,2.21072900038388e-07,0.00144269501658552,0.929776879575967,NA
"159","ASV_1398",0.0484648637090906,3.38840439662839e-07,0.00144269504499183,0.904117884767852,NA
"160","ASV_1415",0.143408322551831,3.41157525311192e-07,0.00144269504627359,0.780032997510842,0.98032521778069
"161","Desulfobulbus",0.0466505823006807,-2.1741564128801e-07,0.00144269502679188,0.809362654715605,NA
"162","ASV_1504",0.0542146240755353,-8.49155348861165e-08,0.001442694882229,0.906780192887768,NA
"163","Erysipelotrichaceae_UCG-006",0.0606553187955859,-3.36406577862088e-07,0.00144269504193572,0.776819135033773,NA
"164","ASV_1531",0.0212627835873518,-3.09018171879888e-07,0.0014426950220725,0.880282045463861,NA
"165","Brevundimonas",0.0299141421926331,3.37120521154127e-07,0.00144269504336221,0.95894108900325,NA
"166","DMI",0.0330599894924219,-3.22993203430772e-07,0.00144269503139639,0.845020214395956,NA
"167","Brevibacterium",0.0351498696798696,3.38624054615136e-07,0.0014426950444364,0.92924965199564,NA
"168","Pseudoramibacter",0.0163256882197986,1.37177109118636e-07,0.00144269491218653,0.99337242628392,NA
"169","ASV_1867",0.0365251173481304,1.74587613570388e-09,0.00144269487278548,0.960563046460996,NA
"170","ASV_1888",0.0186915386279098,-3.09408550919278e-07,0.00144269501964369,0.888737870968621,NA
"171","ASV_1939",0.0214916526945131,-3.4529204546751e-07,0.00144269502550504,0.898216305872143,NA
