"","OTU","rab.all","rab.win.Baseline","rab.win.Week 48","diff.btw","diff.win","effect","overlap","we.ep","we.eBH","wi.ep","wi.eBH","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"11","Gemella",8.94349359739849,8.73904902405226,9.13221723253313,0.417531595386201,2.14223090507171,0.152544792847747,0.41691661696136,0.0662031056098113,0.3003173576414,0.021044401736265,0.135909713471177,"Bacteria","Firmicutes","Bacilli","Staphylococcales","Gemellaceae","Gemella",NA
"12","Alloprevotella",9.64895137417064,10.0811820128605,9.15313325805734,-0.692623030827024,3.62383746157327,-0.136833796131231,0.41471705688136,0.0689050036353009,0.315556040459573,0.0118476587645308,0.092801438917496,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella",NA
"13","Leptotrichia",8.61754022570452,8.76781248497698,8.47782311829219,-0.245366220665711,4.86170403817863,-0.0394790324092838,0.475800000080856,0.556595608887554,0.824714824047296,0.583225391772997,0.843252330984499,"Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia",NA
"14","Rothia",9.55798448674362,9.01380621239461,10.0773885731313,1.08650772304925,3.70918946347924,0.212453474299483,0.351600000542451,0.000514487926265337,0.00915242325035246,1.35383698694464e-05,0.000459466000456616,"Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","Rothia",NA
"15","Aggregatibacter",6.4941021669854,7.9641551224218,1.36840953165172,-3.72849435623042,8.10440362450782,-0.482416344092396,0.308138373075202,3.04111053089619e-07,2.02710427552673e-05,7.62611510141053e-08,1.06063571789898e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Aggregatibacter",NA
"16","Granulicatella",9.2689878236342,9.0268806743137,9.48864262807422,0.365541917101518,2.11279847372087,0.115222657023031,0.427800000245792,0.315119988662861,0.667424911897419,0.0392815599614598,0.201956384988421,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Granulicatella",NA
"17","Escherichia/Shigella",-0.267252046070814,-0.261003975402558,-0.275558837640382,-0.0332585837979211,4.37601234097546,-0.00736264827167146,0.494600000018002,0.539503927661758,0.775858246148073,0.5352076622966,0.781793018113088,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia/Shigella",NA
"18","ASV_52",1.82881799999614,1.69351405583044,1.9902576527907,0.114886624416608,8.23320767929645,0.013051959762179,0.491400000028675,0.632574087907154,0.854937332317629,0.691768298832767,0.879641613570997,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Neisseriaceae","ASV_52",NA
"19","Actinomyces",8.19574235687329,7.61683098671317,8.66688419450897,0.862295836037759,4.71137189744321,0.148427634935328,0.386722655866767,0.030612208791441,0.183490094516492,0.000875038248304446,0.0130096206931571,"Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces",NA
"20","Pseudomonas",-0.194417261025279,-0.26907405539358,-0.101840263504318,0.169052970559771,4.49910981716333,0.0317845823713058,0.482800000057401,0.432762799109183,0.688767574245931,0.489059457445162,0.718792624394881,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"21","ASV_62",1.4498384452421,2.99857502925236,0.65408697649038,-2.0364824000043,7.23426146193689,-0.273409209312994,0.381723655686403,0.00268181333547979,0.0277868692170836,0.00176592725655541,0.0188263915214304,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","ASV_62",NA
"22","Campylobacter",6.74966616172688,6.58445209730781,6.90354437981699,0.380936254073355,4.71606182643364,0.0695361021433422,0.450709858194241,0.261025974186213,0.604317386881687,0.218658055812582,0.576422489049575,"Bacteria","Campilobacterota","Campylobacteria","Campylobacterales","Campylobacteraceae","Campylobacter",NA
"23","Bergeyella",3.16604703789217,3.56250201167493,2.80657586390441,-0.237610918705742,7.06634064226485,-0.033323543855871,0.48560000004804,0.575110896451133,0.820382195605816,0.584525506611105,0.829935767172895,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Bergeyella",NA
"24","ASV_68",0.409948033781641,0.434468459254561,0.381745173132951,-0.0118923384352518,7.39394901939914,-0.00175533817542148,0.498700259952341,0.627968228757222,0.847862371583887,0.564434714970267,0.805830445495391,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","ASV_68",NA
"25","ASV_77",3.16458645567232,2.17233992686779,6.54598717015031,0.77631516794412,7.64684386932556,0.10301026771658,0.419516097055949,0.077089832003388,0.305350335782305,0.0295304276244116,0.158892590546813,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","ASV_77",NA
"26","Enterococcus",-0.244944139106275,-0.266921267703301,-0.22339477236377,0.0721479628286517,4.47355900956272,0.0145495150338641,0.492400000025339,0.477147382774912,0.747457684534699,0.482132615262927,0.73427032983996,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",NA
"27","Dolosigranulum",-0.0779529318945169,-0.0562828901374601,-0.103355872885215,0.0213941989948792,4.88134465937558,0.00369574455076767,0.497300539901016,0.585839116258062,0.821610573889035,0.526289727974741,0.776720103912265,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Dolosigranulum",NA
"28","Corynebacterium",1.79992451283139,2.23958688324841,1.41213801586788,-0.368171027852491,7.04449326005277,-0.0509437288975153,0.473000000090263,0.569141418739955,0.813621574920591,0.531642254313082,0.795010025742413,"Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium",NA
"29","Streptobacillus",1.04181209113894,2.12948380384573,0.331209407747149,-2.20024099487495,6.65013653527403,-0.316206625883477,0.36340000049206,0.00135610566726233,0.01114411516544,0.000678576033849338,0.00739735065559624,"Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Streptobacillus",NA
"30","Oribacterium",4.77669614052365,2.62388678009664,5.84329289863603,1.49870634221222,6.63025420455547,0.218595825537491,0.383400000411019,0.00714004887419798,0.0636385612410984,0.00104961886871452,0.0139834255073659,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Oribacterium",NA
"31","ASV_112",-0.0389111538937659,0.0712786632141995,-0.137268152367456,-0.36897144538705,5.49654590067268,-0.0622458616448372,0.464107178684501,0.316666879679247,0.592300644957258,0.409032389332563,0.675204521945915,"Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","ASV_112",NA
"32","Stomatobaculum",2.87249625546505,4.68808227231617,1.93202139165674,-0.864930587663461,6.93134072093333,-0.125873390235487,0.434800000221093,0.100759876397634,0.350268551994222,0.0843519861928551,0.328080943200159,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Stomatobaculum",NA
"33","Lachnoanaerobaculum",5.471467041691,5.42124042891149,5.50951743612674,0.00409002556180926,6.16210066183042,0.000800674805144456,0.49950009998167,0.712099483090549,0.892873333897045,0.817675766561044,0.931577362060084,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoanaerobaculum",NA
"34","ASV_120",-0.159744912619235,-0.136440255583024,-0.181769279497944,-0.126451526374223,4.86842569052459,-0.022756237388316,0.486302739497783,0.513096637332553,0.749709952291532,0.465247598532446,0.726417918064004,"Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","ASV_120",NA
"35","ASV_126",-0.238920978589311,-0.290128535716187,-0.180324896709556,0.0902177639492496,4.35393395105028,0.0179343523355365,0.491600000028008,0.450153026365805,0.707693585511771,0.467931443611728,0.713550890126081,"Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast","ASV_126","ASV_126",NA
"36","Mannheimia",0.322719342175222,0.44914307111561,0.211679873145664,-0.351240526634395,6.48599549065771,-0.0508368569768588,0.46910617886758,0.400956064587616,0.68716994627767,0.417484765837238,0.68420118595862,"Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Mannheimia",NA
"37","TM7x",1.7324022495578,1.41706995979252,2.09695716655732,0.766486002385203,6.56825047257047,0.113522888910481,0.446400000180744,0.165678577538451,0.448442844948869,0.12459579652946,0.376533787378923,"Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","Saccharimonadaceae","TM7x",NA
"38","Tropheryma",-0.170793467236105,-0.198107307123953,-0.14791717615991,0.0294940088397402,4.53917130517192,0.0047195323054738,0.496500699871688,0.571927910545949,0.801389479837286,0.55432579833892,0.785347464816247,"Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Cellulomonadaceae","Tropheryma",NA
"39","Solobacterium",1.83223689111883,1.99675631017941,1.68840355965622,-0.417388959788726,6.06332685202608,-0.0640351296527321,0.465200000116564,0.42398852293042,0.716743428992226,0.35282801322253,0.666870281673331,"Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Solobacterium",NA
"40","Peptostreptococcus",2.08039086741164,1.69464330594829,2.64095198862061,0.622811027601812,6.0829328043861,0.0922868611331969,0.450509898186928,0.28040945332804,0.592361848240512,0.204456634289559,0.524182223929122,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Peptostreptococcus",NA
"41","Abiotrophia",0.982134343350912,0.856917616768309,1.11350398622044,0.487936864669471,6.77388834466187,0.0724902678350645,0.460507898552729,0.38393028408404,0.670166489636552,0.410892325540909,0.689265747194614,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Abiotrophia",NA
"42","Oceanivirga",-0.0610116444193478,0.0658608632228166,-0.192314984432112,-0.331181151827313,4.83263131785423,-0.0558967321367748,0.469306138874905,0.368735784066197,0.611232751597334,0.372421876418275,0.611138429448659,"Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Oceanivirga",NA
"43","ASV_157",0.136574063979097,0.404473157512539,-0.0984385164674269,-0.79726376958417,5.52563978845692,-0.128969283635609,0.429914017434768,0.0669378620036715,0.220294570447553,0.1392123579614,0.334350776758851,"Bacteria","Patescibacteria","Gracilibacteria","Absconditabacteriales_(SR1)","ASV_157","ASV_157",NA
"44","ASV_163",0.0621159976156598,-0.0588613192867466,0.179946450576114,0.295124752376303,5.24869510397725,0.0492626684199358,0.472905419006762,0.356072818821047,0.61778993838452,0.398664058597945,0.649585669238317,"Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast","ASV_163","ASV_163",NA
"45","ASV_180",0.113309861932667,-0.127158764322122,0.350495782937788,0.679758826353615,5.68511210197782,0.115441736943293,0.435400000218989,0.0758416196627026,0.256831276559105,0.158498450342559,0.390868396552428,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","ASV_180",NA
"46","ASV_182",-0.0307947867198797,-0.0111879793388319,-0.0476599411572725,-0.0389070702036589,5.28755602861619,-0.00544933259538719,0.496500699871688,0.542474699845935,0.79293092001953,0.518613996085962,0.777675317195805,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","ASV_182",NA
"47","ASV_187",0.0880858012956027,0.397758239241938,-0.180903282141157,-0.839173951740746,5.20203156703376,-0.143259959698825,0.427600000246502,0.0700220126827707,0.209475925940725,0.100946438114466,0.260152113593841,"Bacteria","Patescibacteria","Gracilibacteria","Absconditabacteriales_(SR1)","ASV_187","ASV_187",NA
"48","Treponema",0.60135143841562,1.57744840331782,-0.0652305039148722,-2.29095340470558,5.68720722982558,-0.366307265730601,0.340000000594177,6.93354782795512e-05,0.00151872408868755,8.54895404156512e-05,0.00145256545701346,"Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Treponema",NA
"49","Eikenella",-0.00507294710280526,-0.116091531598109,0.106685514857926,0.268583574263863,5.49934887129867,0.0458750982383004,0.474905019080029,0.38247479906327,0.633053260297919,0.421063358804392,0.654374788628237,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Neisseriaceae","Eikenella",NA
"50","ASV_203",-0.166704383721086,-0.184692261785491,-0.140302871207065,0.0790043596016305,4.68674055889948,0.0126125844980884,0.492200000026006,0.566499101074292,0.799197288595715,0.548141683476139,0.783187116810748,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","ASV_203",NA
"51","ASV_205",0.228357034080405,0.701290591714561,-0.182738887862055,-1.18656242537505,5.27130763346819,-0.199910469255294,0.401000000343465,0.0129758091080586,0.0794958876847229,0.0214016469801002,0.101583989446202,"Bacteria","Firmicutes","Clostridia","Clostridia_UCG-014","ASV_205","ASV_205",NA
"52","ASV_209",0.394951392053471,0.992128324969954,-0.0708194693212096,-1.52855166394098,5.35420032505672,-0.257929550839825,0.389722055975116,0.0100169514255858,0.047448897430014,0.00819398400621615,0.041533891988978,"Bacteria","Firmicutes","Clostridia","Clostridia_UCG-014","ASV_209","ASV_209",NA
"53","F0058",0.849231215965615,0.326717647595424,1.57651308641825,1.75437797627694,5.63892111866649,0.277812636295579,0.373200000451718,0.00135814634880082,0.0174489422925734,0.00137374944239867,0.0140540813509873,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Paludibacteraceae","F0058",NA
"54","ASV_214",-0.205473267938606,-0.197560806335389,-0.210356699374591,-0.0689743499444271,4.51200935209129,-0.0118575040731778,0.493301339754378,0.50357404744993,0.739368178622386,0.487376214679255,0.72845079502069,"Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","ASV_214",NA
"55","ASV_216",0.039037720087979,0.142436492786356,-0.06423201454606,-0.304872749976402,4.93369457185587,-0.0545716775160286,0.470705858926178,0.417447315166797,0.686561151577884,0.415841984069881,0.669202245525426,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","ASV_216",NA
"56","Conchiformibius",0.335571088619542,0.310175385904702,0.365169811385408,0.122006718694309,6.201973369152,0.0174423017986851,0.489502099615079,0.566557985117004,0.809222552869388,0.575825138577299,0.803792918848785,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Neisseriaceae","Conchiformibius",NA
"57","Hydrogenophaga",-0.147501526768125,-0.217078373247961,-0.0615269286344091,0.263275970390979,4.46479188166829,0.046805412965445,0.475104979087355,0.46117452091281,0.69793140427455,0.454768118857976,0.689622159670469,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Hydrogenophaga",NA
"58","Catonella",1.14509543744947,1.20706712736981,1.09757996304961,-0.0206774149253643,5.96588189846896,-0.00425567647335933,0.498400000005334,0.622110057131051,0.840074323795724,0.644024329797139,0.853775400837852,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Catonella",NA
"59","Candidatus_Saccharimonas",1.0191014068978,0.681975445637651,1.43679306550847,1.05749197420341,5.75215170803474,0.165826509264924,0.424315137230701,0.0881127404247523,0.268747828184415,0.0868957678332234,0.270150335605679,"Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","Saccharimonadaceae","Candidatus_Saccharimonas",NA
"60","ASV_239",0.0391411056712796,0.00868613271809338,0.0695024870891077,0.0257892438587284,5.01591038796819,0.004421287437757,0.497400000008667,0.523011087615417,0.771847880900255,0.510256380281839,0.754725859831309,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","ASV_239",NA
"61","ASV_242",-0.203904515710657,-0.123239587102289,-0.284827058595278,-0.144814977323638,4.47906839950473,-0.0268043344981741,0.485800000047372,0.406520155625312,0.663665475620914,0.439958810336451,0.690354506089002,"Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast","ASV_242","ASV_242",NA
"62","Mogibacterium",0.698134700961049,0.450741132177832,0.996060861128824,0.739783768792896,5.58957313857844,0.122015584539161,0.444711057974946,0.200514898258049,0.452757980069337,0.186012762607955,0.425462899865864,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","Mogibacterium",NA
"63","Selenomonas",0.555512979318122,0.703991611149387,0.414947414637644,-0.32005641779481,5.56958297715747,-0.0535521015320939,0.475400000082199,0.452556407941702,0.711967752348356,0.460195463919846,0.707811991657287,"Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Selenomonadaceae","Selenomonas",NA
"64","ASV_260",-0.144241317625497,-0.12191013067122,-0.164638415469572,-0.0451971124328638,4.83597107886392,-0.00808201355778518,0.496200000012667,0.53470001762312,0.771324291397873,0.544731241675259,0.769038651701724,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Neisseriaceae","ASV_260",NA
"65","Cardiobacterium",0.603097587469538,0.5456576565057,0.662453067630697,0.146506006342467,5.53295148358376,0.0240244544098126,0.487800000040691,0.538131023890897,0.783620370456454,0.549731247359556,0.791686222412922,"Bacteria","Proteobacteria","Gammaproteobacteria","Cardiobacteriales","Cardiobacteriaceae","Cardiobacterium",NA
"66","ASV_269",-0.251195817497203,-0.249428932092233,-0.253291150581427,-0.124237557706157,4.34797820447591,-0.0246368185382173,0.487302539534437,0.552363480056737,0.785983269526646,0.541431422468128,0.774813616302719,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","ASV_269",NA
"67","ASV_280",-0.171785797792627,-0.0598027232109075,-0.28854708114117,-0.301602750777886,4.71419381812915,-0.0539649084152437,0.471600000094973,0.321822968305376,0.585068355222116,0.402159830716724,0.649802246175377,"Bacteria","Patescibacteria","Gracilibacteria","Absconditabacteriales_(SR1)","ASV_280","ASV_280",NA
"68","ASV_283",-0.059604417179612,-0.0526883159732208,-0.0674493465636585,0.0483739126306792,4.85422265834786,0.00970087615221472,0.495200000016001,0.568552546873068,0.802219034650456,0.549845676767302,0.782975309816578,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","ASV_283",NA
"69","Comamonas",-0.0172764327748762,0.156549464942207,-0.195426565219996,-0.559824577843804,4.8988413802423,-0.103895379540126,0.449510098150369,0.197128157201145,0.443377147842119,0.242273475285997,0.489467175554584,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Comamonas",NA
"70","ASV_286",-0.236157540655556,-0.276869202555117,-0.199144108609275,0.0179499242763868,4.39696011443776,0.00356227517845367,0.498300339937677,0.459761419461564,0.724696182249198,0.5014088304204,0.74364230966434,"Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast","ASV_286","ASV_286",NA
"71","Capnocytophaga",1.48945036079379,1.11998578793572,1.96532059863458,0.870679575318788,6.07269163355939,0.13450081645769,0.435600000218288,0.143105548725565,0.407603802269828,0.113219208469169,0.351996989619846,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Capnocytophaga",NA
"72","Kingella",0.325999653715834,0.410048654175976,0.250384548485623,-0.187236902873512,5.7299488684243,-0.0298120256521065,0.483400000055395,0.569412441895335,0.789564766704901,0.56126986660583,0.779932489984859,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Neisseriaceae","Kingella",NA
"73","Butyrivibrio",0.157606030697312,0.15495505160374,0.158615866804706,0.0897115754123563,4.89804696778172,0.0152241998227267,0.492501499725051,0.534726593700313,0.788975588885145,0.577622113048626,0.814827448673898,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Butyrivibrio",NA
"74","ASV_307",-0.106581435741045,-0.0409366262640241,-0.174879748979614,-0.167052559131441,4.57574693959593,-0.0297180606095861,0.48490301944647,0.501212167258168,0.744602202024259,0.491489113689433,0.735125859611066,"Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae","ASV_307",NA
"75","Mycoplasma",0.474412818712564,0.461522575458711,0.485627250272683,0.173562836270409,5.51229669649145,0.0265244982350172,0.485400000048708,0.567910301347858,0.807694930584227,0.583876025444731,0.814716097563842,"Bacteria","Firmicutes","Bacilli","Mycoplasmatales","Mycoplasmataceae","Mycoplasma",NA
"76","Atopobium",1.0230947919208,0.493267590050094,1.72008910923054,1.2534593515435,5.9640213954521,0.197421882412055,0.411117776750531,0.0251112003593921,0.133658881024971,0.0150517474027278,0.0901067989892215,"Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Atopobiaceae","Atopobium",NA
"77","Tannerella",0.600933819182789,0.512673284181475,0.695828564375839,0.380403740664205,5.70056285185959,0.0556991688619535,0.472905419006762,0.45808545138021,0.729244360908226,0.490205541647803,0.748183289081626,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",NA
"78","Parvimonas",0.16417017651482,0.0312686770951895,0.290359202566185,0.448908720346866,4.90690272317454,0.0819946902136378,0.458708258486859,0.340542032308921,0.614898581681062,0.363884939250693,0.632189406357611,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcales-Tissierellales_fa","Parvimonas",NA
"79","ASV_329",-0.225698220794229,-0.22465393942197,-0.226128112725027,0.00975364359656883,4.40920725542026,0.001079627765581,0.499400000002,0.556113392533955,0.795077872417533,0.541152593934761,0.773562463429212,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Neisseriaceae","ASV_329",NA
"80","ASV_331",0.173898293459518,-0.0205825524574914,0.371392696892312,0.553575205935934,5.13993804803962,0.0961706807418745,0.45390921831126,0.218666509495206,0.462914833323756,0.25165910042402,0.505479752543235,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","ASV_331",NA
"81","Filifactor",-0.125392057171603,0.0104071163410016,-0.250474105914113,-0.405233188954798,4.63025660297165,-0.0775023449989464,0.460507898552729,0.351515819483005,0.607591747627475,0.35574709965788,0.619758420602517,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Filifactor",NA
"82","Dialister",-0.0898303530145128,-0.0505570627455976,-0.126555665023484,-0.079935571751907,4.71950717409864,-0.0169178933380213,0.490901819666398,0.534258539524188,0.764555274565507,0.511170071510358,0.744549407728031,"Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae","Dialister",NA
"83","ASV_339",-0.186147878956077,-0.234109860939937,-0.142488182405094,0.189581647638838,4.56310424432991,0.0353724953999713,0.48240000005874,0.462950602501132,0.711586742805382,0.475139089943305,0.728351901326053,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","ASV_339",NA
"84","Peptococcus",0.297721912670987,0.594550703044049,0.0300040801059183,-0.734448167230672,4.77419127990551,-0.140289691437632,0.434313137595238,0.150631375369025,0.352239989495318,0.132060393760972,0.311044382083666,"Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae","Peptococcus",NA
"85","Staphylococcus",-0.272924404735143,-0.284687020614303,-0.265536623058888,0.0251695731324872,4.36438796385884,0.00560587830841266,0.497100579893684,0.551342478212082,0.782629950057307,0.527813966707496,0.767389051219728,"Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus",NA
"86","Hyphomicrobium",-0.204833692721079,-0.262941040159732,-0.138146691254272,0.203479992650082,4.32551158616256,0.040265729994289,0.478104379197271,0.48616594730511,0.728237378229348,0.465087045534166,0.709466364984924,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Hyphomicrobium",NA
"87","ASV_383",-0.0428817671083159,0.102240178250765,-0.182778825134079,-0.422151829942729,4.65544555780618,-0.0795241671057983,0.458400000139633,0.297763178813611,0.543931479855365,0.354275341951539,0.59276782048577,"Bacteria","Patescibacteria","Gracilibacteria","Absconditabacteriales_(SR1)","ASV_383","ASV_383",NA
"88","Psychrobacter",-0.192504763120901,-0.285829770531693,-0.094392271680535,0.246609923934149,4.51420484862004,0.0461063723156137,0.474200000086229,0.438093342386693,0.672983703623376,0.465579831478524,0.686273460074462,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter",NA
"89","ASV_409",-0.0825654182579045,-0.117040130400184,-0.046556258461826,0.0259213036581167,4.80260501160211,0.00463565098048184,0.497800000007334,0.526366099845182,0.772963750110958,0.553172592957823,0.791949715893886,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","ASV_409",NA
