"Estimate","Std..Error","t.value","Pr...t.."
"mu.visitWeek 48",-0.00500610085708171,1.41421604780192,-0.00353984164220352,0.997178063098045
"phi.(Intercept)",-6.12667482210464,1.57898915508398,-3.88012470027307,0.000129361756912455
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-11.8949805639081,1.29221934870908,-9.20507851533962,7.12769446614024e-18
"mu.visitWeek 48",-21.5256270739236,33125.9711990298,-0.00064981119933335,0.999481974025569
"phi.(Intercept)",-6.43338022965594,1.53975232998131,-4.17819158600269,3.89643442430081e-05
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-12.408992806294,1.16686700094236,-10.6344534520837,1.65045751681488e-22
"mu.visitWeek 48",-21.130524317799,27172.0220450372,-0.000777657411096437,0.999380055735766
"phi.(Intercept)",-7.19566447178117,1.46038707289592,-4.9272310097297,1.40662539683885e-06
