"Estimate","Std..Error","t.value","Pr...t.."
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-32.7681129819965,25691.3006485553,-0.00127545558826502,0.998983178840082
"mu.trial_armPlacebo",21.0390582851382,25691.3006327611,0.000818917601170786,0.999347140828814
"phi.(Intercept)",-6.15688317918631,1.57611498672051,-3.90636675056128,0.000115738259097447
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-11.2322489561882,1.45944387670966,-7.69625275451596,2.02242632110927e-13
"mu.trial_armPlacebo",-21.4591755823411,32630.313137991,-0.00065764540755683,0.99947571055721
"phi.(Intercept)",-5.45299756882547,1.66838806207145,-3.26842279250974,0.00120672450124337
"Estimate","Std..Error","t.value","Pr...t.."
"mu.(Intercept)",-34.2894092923837,45012.7508652786,-0.000761771023393138,0.999392699331695
"mu.trial_armPlacebo",22.1617125576573,45012.7508589884,0.000492342994701287,0.999607493278912
"phi.(Intercept)",-6.72269490251994,1.50820497226834,-4.45741462608296,1.17188279391641e-05
